NormalisedPO,after,BinDeliveryID,BinDeliveryNo,HarvestDate,RPIN,ProductionSite,MaturityCode,Storage type,PickNo,BinQty,InputKgs,StorageDays,Owner,Orchard,Grow System,RootStock,Latitude,Longitude,Hectares,Ethrel,Harvista,OrchardAge,RAPFactor,RAPPO,CRAPPO,FinalPackout,EffExportKgs,Prop53,Prop58,Prop63,Prop67,Prop72,WAMPA,NoApples,53,58,63,67,72,RTE53,RTE58,RTE63,RTE67,RTE72,TotalRTEs,Source
0.7476005487574823,86,13556,14515,2024-03-26,R1639,A,A,CA Smartfresh,1st Pick,2,840,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.70950544967649,0.721883415673098,0.721883415673098,606.3820691654023,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,8458.365494402038,2286.942742702155,2749.7215743859915,3098.555057209229,299.44512638365893,23.70099372100421,457.38854854043103,549.9443148771983,619.7110114418458,59.889025276731786,5.925248430251052,1692.8581485664579,ProdSite
0.7477300880862654,86,13557,14514,2024-03-26,R1639,A,A,CA Smartfresh,1st Pick,3,1260,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7096283881359009,0.7220084989054222,0.7220084989054222,909.7307086208319,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,12689.746656900974,3431.0085137530737,4125.297042208258,4648.6379318164145,449.2455184121784,35.55765071104985,686.2017027506147,825.0594084416516,929.7275863632829,89.84910368243568,8.889412677762463,2539.727213915747,ProdSite
0.7487789428878273,85,13558,14513,2024-03-25,R1639,A,A,CA Smartfresh,1st Pick,2,840,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.710623796979386,0.7230212735588852,0.7230212735588852,607.3378697894636,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,8471.697865903747,2290.547501833103,2754.0557816959313,3103.439108054342,299.9171222641828,23.738352056188145,458.10950036662064,550.8111563391863,620.6878216108684,59.98342445283656,5.934588014047036,1695.5264907835588,ProdSite
0.7397436557102339,85,13559,14510,2024-03-25,R1639,A,B,CA Smartfresh,1st Pick,2,840,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7020489163127667,0.7142967963227613,0.7142967963227613,600.0093089111195,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,8369.472471042835,2262.9081635884095,2720.823430376375,3065.9908546735765,296.29811380397797,23.45190860049577,452.5816327176819,544.1646860752751,613.1981709347153,59.259622760795594,5.8629771501239425,1675.0670896385918,ProdSite
0.7470698512710525,87,13631,14523,2024-03-27,R1639,A,A,CA Smartfresh,1st Pick,7,2940,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7090017946706485,0.7213709739489316,0.7213709739489316,2120.830663409859,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,29583.264108626856,7998.617605664036,9617.193725441011,10837.244225637742,1047.31395985569,82.8945920283789,1599.7235211328073,1923.4387450882023,2167.4488451275483,209.462791971138,20.723648007094724,5920.79755132679,ProdSite
0.7469403119422695,87,13632,14524,2024-03-27,R1639,A,A,CA Smartfresh,1st Pick,6,2520,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7088788562112376,0.7212458907166074,0.7212458907166074,1817.5396446058505,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,25352.686691084324,6854.769148312348,8241.879546262324,9287.45578711292,897.5420222029254,71.04018719380912,1370.9538296624696,1648.3759092524647,1857.491157422584,179.50840444058508,17.76004679845228,5074.089347576555,ProdSite
0.7377754854358931,87,13633,14522,2024-03-27,R1639,A,B,CA Smartfresh,1st Pick,5,2100,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7001810370852073,0.7123963302481593,0.7123963302481593,1496.0322935211345,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,20868.01139658813,5642.218611815487,6783.960942537595,7644.583612471233,738.7744492907758,58.473780473037436,1128.4437223630973,1356.7921885075189,1528.9167224942466,147.75488985815517,14.618445118259359,4176.525968341277,ProdSite
0.738953879566238,86,13624,14516,2024-03-26,R1639,A,B,CA Smartfresh,1st Pick,5,2100,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7012993843881032,0.7135341881339464,0.7135341881339464,1498.4217950812874,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,20901.342325342393,5651.230509642855,6794.796460812442,7656.7937395840145,739.9544389920853,58.567176310997255,1130.246101928571,1358.9592921624885,1531.358747916803,147.99088779841708,14.641794077749314,4183.196823884029,ProdSite
0.7393424975525872,86,13625,14517,2024-03-26,R1639,A,B,CA Smartfresh,1st Pick,8,3360,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7016681997663361,0.713909437830919,0.713909437830919,2398.7357111118877,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,33459.73504293117,9046.724013027297,10877.391782334076,12257.312751354999,1184.549733080857,93.7567631339439,1809.3448026054593,2175.478356466815,2451.4625502709996,236.90994661617142,23.439190783485977,6696.634846742932,ProdSite
0.7482482454013974,86,13626,14518,2024-03-26,R1639,A,A,CA Smartfresh,1st Pick,7,2940,94,ROLP 2,Napier Road Central,Twin Leader,MM106,-39.6334528,176.8951717,1.54,0,1,10,0.9490435110777986,0.7101201419735446,0.7225088318347188,0.7225088318347188,2124.175965594073,0.27037643906682823,0.3250889993114896,0.3663302394842043,0.035402244864192654,0.002802077273285262,71.69021834853571,29629.92740888283,8011.234262622353,9632.363451025798,10854.338403595637,1048.9659454375235,83.02534620152265,1602.2468525244706,1926.4726902051596,2170.8676807191273,209.7931890875047,20.756336550380663,5930.136749086642,ProdSite
