GraderBatchID,GraderBatchNo,FarmCode,Orchard,ProductionSite,Owner,Bins,InputKgs,ExportKgs,PackOut,NormExportKgs,NormSFPackOut,RAPPO,CRAPPO,FinalPackOut,Packing site,PackoutDiff,53,58,63,67,72,BulkKgs,53A,58A,63A,67A,72A,BulkKgsA,Prop53,Prop58,Prop63s,m53,m58,m63s,mpa53,mpa58,mpa63s,WAAppleMass,BulkRTEs,53b,58b,63b,67b,72b,BulkARTEs,53Ab,58Ab,63Ab,67Ab,72Ab,UnadjustedRTEs,AdjustedRTEs
5104,102,R1862,IND - Sissons,A,X Fruit Limited,35,15156.54,11189.540000000003,0.7382648018611109,0,NA,NA,NA,0.7382648018611109,Te Ipu,0,1426,7961,13968,1320,240,1691,1426,7961,13968,1320,240,1691,0.28052047781569966,0.5037201365187713,0.21575938566552902,1720299.4000000001,3716998.3000000003,1791455.8,52.32531557015543,62.96155396707094,70.84493217858979,61.678784129692836,5483.246869602068,2964.1630318422112,10723.02186172208,15151.061976037778,1320,240,5483.246869602068,2964.1630318422112,10723.02186172208,15151.061976037778,1320,240,30398.24686960207,30398.24686960207
5105,103,R2851,IND - Dartmoor,I,Apatu Farms,96,42814.26,30675.26,0.7164729695199683,0,NA,NA,NA,0.7164729695199683,Te Ipu,0,2116,9747,39536,10545,5004,1763,2116,9747,39536,10545,5004,1763,0.1809059613483759,0.5013122464978357,0.3177817921537885,1453826.6,4798331.9,3379886.9,54.78282462883413,65.24791813978787,72.5033120964455,65.66035243191656,5370.059509893921,3087.4757781353483,12439.076596731988,41242.507135026586,10545,5004,5370.059509893921,3087.4757781353483,12439.076596731988,41242.507135026586,10545,5004,72318.05950989392,72318.05950989392
5106,104,R2850,IND - Korokipo,H,Apatu Farms,40,17127.21,11307.21,0.6601898382748854,0,NA,NA,NA,0.6601898382748854,Te Ipu,0,667,3173,14768,3993,1632,723,667,3173,14768,3993,1632,723,0.17079986028641286,0.5135025828630255,0.3156975568505616,516162,1854004,1268810.2,55.55505327736519,66.37325027744961,73.88401560589297,66.89663400555177,2161.5437330972377,1036.1913676159795,4282.958289916818,15450.39407556444,3993,1632,2161.5437330972377,1036.1913676159795,4282.958289916818,15450.39407556444,3993,1632,26394.543733097238,26394.543733097238
5107,105,R2901,Rangi 2,C,ROLP 2,7,3097.13,2479.13,0.8004604262656072,0,NA,NA,NA,0.8004604262656072,Te Ipu,0,207,1615,3264,297,60,312,207,1615,3264,297,60,312,0.2730952786773479,0.5063064598602353,0.2205982614624169,357565.8,791290.3,384488.3,55.79119987517553,66.59571620939236,74.26855321614835,65.33766831430033,955.0386723295821,467.81655236749157,2098.54224921681,3474.679870745281,297,60,955.0386723295821,467.81655236749157,2098.54224921681,3474.679870745281,297,60,6398.038672329582,6398.038672329582
5108,106,R2901,Rangi 2,A,ROLP 2,17,7481.02,5379.02,0.719022272363929,0,NA,NA,NA,0.719022272363929,Te Ipu,0,1104,3895,6512,486,60,784,1104,3895,6512,486,60,784,0.3004004453084758,0.491185218417161,0.2084143362743632,998227.7000000001,1937111.9000000001,922158.4,55.21476298467836,65.52930888670885,73.51976401179941,64.09614010601001,2446.325156876296,1838.8771664949663,5096.598756499679,7021.84923388165,486,60,2446.325156876296,1838.8771664949663,5096.598756499679,7021.84923388165,486,60,14503.325156876297,14503.325156876297
5109,107,R2926,Mana 1,B,Mana Orchards Limited Partnership,38,16727.34,12001.34,0.7174685275722261,0,NA,NA,NA,0.7174685275722261,Te Ipu,0,3107.8,9462,12000,675,96,2643,3107.8,9462,12000,675,96,2643,0.40692491618369414,0.4375341112872625,0.15554097252904334,3306567.2,4321482.9,1737198,52.79610404125884,64.17408523908524,72.56769288608547,60.849651090261716,8686.984896855001,6642.750601041738,13262.852216611325,13351.182079201939,675,96,8686.984896855001,6642.750601041738,13262.852216611325,13351.182079201939,675,96,34027.784896855,34027.784896855
5110,108,R2775,Napier Road North,B,ROLP 2,95,42056.85,28952.85,0.6884217434258628,0,NA,NA,NA,0.6884217434258628,Te Ipu,0,19128.4,23978,28201.6,1647,252,2678,19128.4,23978,28201.6,1647,252,2678,0.4242453858587377,0.4253780901903294,0.15037652395093284,9261287.1,11271142.700000001,4505774.100000001,54.705670642023,66.40044007187252,75.0874747946073,62.74531418762296,8536.095594300994,22749.799169131296,27609.06804158584,29485.228383583853,1647,252,8536.095594300994,22749.799169131296,27609.06804158584,29485.228383583853,1647,252,81743.09559430099,81743.09559430099
5111,109,R2775,Napier Road North,A,ROLP 2,53,22846.96,15774.96,0.6904621008659357,0,NA,NA,NA,0.6904621008659357,Te Ipu,0,4748.8,10792,9568,1836,348,5592,4748.8,10792,9568,1836,348,5592,0.3344970978622061,0.4693545470981739,0.19614835503961994,2966213.8000000003,5028915.4,2365379.6,55.28514342161669,66.79925880665215,75.1821117538618,64.5921034420414,17314.810021685418,10540.553702289215,18918.784815819083,12964.271503577122,1836,348,17314.810021685418,10540.553702289215,18918.784815819083,12964.271503577122,1836,348,44607.61002168542,44607.61002168542
5112,110,R2954,IND - Wi Pere Trust,A,Wi Pere Trust,85,37066.77,26022.769999999997,0.702051190324919,0,NA,NA,NA,0.702051190324919,Te Ipu,0,304.2,3705,27356.8,11940,6048,3035,304.2,3705,27356.8,11940,6048,3035,0.17449836977480687,0.4878288205116219,0.33767280971357116,814520.4,2754117.8000000003,2123143.5,54.54864720064292,65.97637504791108,73.47788544730922,66.51531126199296,9125.718402025152,1896.6229841773447,8156.788444381133,30438.30697346667,11940,6048,9125.718402025152,1896.6229841773447,8156.788444381133,30438.30697346667,11940,6048,58479.71840202515,58479.71840202515
5113,111,R1233,Te Aute Road North,A,ROLP 1,37,15827.04,11435.04,0.7225002274588299,0,NA,NA,NA,0.7225002274588299,Te Ipu,0,2148.2,8702,13888,795,84,1494,2148.2,8702,13888,795,84,1494,0.3058203220153857,0.5017719489867281,0.19240772899788625,2191818,4303067.7,1858992.6,56.31742850535728,67.3870536832874,75.9206321979907,65.64366380902241,4551.848307390353,3540.247715131306,10985.989796691196,14763.81079556785,795,84,4551.848307390353,3540.247715131306,10985.989796691196,14763.81079556785,795,84,30169.048307390352,30169.048307390352
5114,112,R1369,IND - Swamp Rd,C,Hamish Goodwin Partnership,30,13465.96,10896.96,0.8092226621793025,0,NA,NA,NA,0.8092226621793025,Te Ipu,0,975.1999999999999,7467,14384,1383,192,1324,975.1999999999999,7467,14384,1383,192,1324,0.2099090668673841,0.5401773908090404,0.2499135423235755,1115658.3,3431151.4,1779893.2,54.06106992295392,64.60827009622083,72.44172568172569,64.35200378379479,4114.867982816136,1838.94809855541,9689.758650481279,15412.361233779446,1383,192,4114.867982816136,1838.94809855541,9689.758650481279,15412.361233779446,1383,192,28516.067982816134,28516.067982816134
5115,113,R1369,IND - Swamp Rd,D,Hamish Goodwin Partnership,28,12428.09,9091.09,0.7314953464289364,0,NA,NA,NA,0.7314953464289364,Te Ipu,0,2572.2,7923,9824,792,204,1204,2572.2,7923,9824,792,204,1204,0.29507695443889514,0.5091038815429805,0.19581916401812438,1702160.9000000001,3536643.8000000003,1534849.5,53.45143350604491,64.36932457273903,72.6280935030521,62.76493175563607,3836.5372711231694,3704.2737335543343,9876.19601641312,10575.267521155714,792,204,3836.5372711231694,3704.2737335543343,9876.19601641312,10575.267521155714,792,204,25151.73727112317,25151.73727112317
5117,114,R2447,Watson Road,A,Rockit Watson Road Partnership,21,9186,6367,0.6931199651643806,0,NA,NA,NA,0.6931199651643806,Te Ipu,0,350.2,779,6912,2745,1104,815,350.2,779,6912,2745,1104,815,0.17998904327904777,0.4972359181234125,0.3227750385975397,202985,669581.9,484548,56.16629773104593,67.06549479166667,74.76438821169573,67.58876936102395,2411.6432587985,784.269362881507,1978.1556499748106,7690.418245942183,2745,1104,2411.6432587985,784.269362881507,1978.1556499748106,7690.418245942183,2745,1104,14301.8432587985,14301.8432587985
5118,115,R2534,Stock Road South,A,ROLP 1,13,5592.24,3668.2399999999993,0.6559518189491151,0,NA,NA,NA,0.6559518189491151,Te Ipu,0,1414.2,2033,2905.6,213,24,1217,1414.2,2033,2905.6,213,24,1217,0.44530230535015225,0.42226692764970275,0.132430767000145,1344902.6,1521253.5,539006.7,54.737590557590565,65.29265204515215,73.76579991788695,61.714564303320294,3943.9636777425144,3170.4561179160064,3698.405424962354,3427.9021348641536,213,24,3943.9636777425144,3170.4561179160064,3698.405424962354,3427.9021348641536,213,24,10533.763677742514,10533.763677742514
5119,116,R2534,Stock Road South,C,ROLP 1,31,13138.19,9876.19,0.7517161800826446,0,NA,NA,NA,0.7517161800826446,Te Ipu,0,3723,6878,9206.4,351,36,2409,3723,6878,9206.4,351,36,2409,0.3322234775647021,0.5065207143979469,0.161255808037351,2493632,4487983.5,1605898,56.16035313724607,66.29516078999069,74.512713437268,64.2532678393727,7498.451303744675,6214.161568479631,10676.12091125097,10415.568824014075,351,36,7498.451303744675,6214.161568479631,10676.12091125097,10415.568824014075,351,36,27692.851303744676,27692.851303744676
5120,117,R2534,Stock Road South,D,ROLP 1,26,11162.7,7828.7,0.7013267399464287,0,NA,NA,NA,0.7013267399464287,Te Ipu,0,5183.4,5320,7075.2,270,108,1361,5183.4,5320,7075.2,270,108,1361,0.39553011939127547,0.4520071212319329,0.15246275937679163,2193356.1,3018081.5,1147960.4000000001,55.776525785779675,67.15951623311601,75.73297268768968,63.96433349091239,4255.496542282775,6866.577055438265,7243.514741489682,7724.004745354828,270,108,4255.496542282775,6866.577055438265,7243.514741489682,7724.004745354828,270,108,22212.096542282776,22212.096542282776
5122,118,R2329,IND - Longlands,C,Longlands Orchard Limited Partnership,29,12722.87,9960.87,0.7829106168655343,0,NA,NA,NA,0.7829106168655343,Te Ipu,0,23.4,38,7376,5463,5148,901,23.4,38,7376,5463,5148,901,0.10164299637983848,0.48148148148148145,0.41687552213868,61070.200000000004,348589.7,335558.5,55.771872146118724,67.20449199922885,74.71799153863282,69.17464030446487,2605.000896381516,288.1800966803824,1292.2596908503597,8461.961108850774,5463,5148,2605.000896381516,288.1800966803824,1292.2596908503597,8461.961108850774,5463,5148,20653.400896381514,20653.400896381514
5123,119,R2900,Sim 1,A,Rakete,45,19670.42,13614.419999999996,0.6921265534747096,0,NA,NA,NA,0.6921265534747096,Te Ipu,0,2633.2,6175,16457.6,2934,840,1715,2633.2,6175,16457.6,2934,840,1715,0.25276500445154243,0.5057594698534204,0.24147552569503722,1493345.3,3575069.6,1911359.6,54.22656232978685,64.87976335226757,72.6504086054202,64.06342759589174,5354.068816979688,3986.521228357735,8882.871006434376,17750.476582187574,2934,840,5354.068816979688,3986.521228357735,8882.871006434376,17750.476582187574,2934,840,34393.86881697968,34393.86881697968
5124,120,R2934,IND - Kararua,B,Howatson Rural Holdings Limited,38,16794.38,13548.380000000003,0.8067210578776949,0,NA,NA,NA,0.8067210578776949,Te Ipu,0,976.4,2356,15376,5187,2424,1786,976.4,2356,15376,5187,2424,1786,0.16908429851193824,0.5099703886952285,0.32094531279283334,490173.9,1763148.6,1232105.3,54.33095765905564,64.79543566939842,71.94775474452555,65.32156002848683,5468.332352200783,1901.0091398020065,5144.687575166527,17131.03563723225,5187,2424,5468.332352200783,1901.0091398020065,5144.687575166527,17131.03563723225,5187,2424,31787.732352200783,31787.732352200783
5125,123,R2926,Mana 1,B,Mana Orchards Limited Partnership,102,44318.41,32577.410000000003,0.7350762358126115,0,NA,NA,NA,0.7350762358126115,Te Ipu,0,10958.4,22781,31888,2385,444,7034,10958.4,22781,31888,2385,444,7034,0.3664932007125061,0.4624578103022558,0.17104898898523815,6967181.8,10633117.5,4440958.7,53.159434466130534,64.29506288547587,72.60145988981347,61.634731593826814,22824.793158357836,19323.53150020747,33336.503864616076,35792.15779353429,2385,444,22824.793158357836,19323.53150020747,33336.503864616076,35792.15779353429,2385,444,91281.19315835784,91281.19315835784
5126,124,R2329,IND - Longlands,D,Longlands Orchard Limited Partnership,51,22016.64,18834.64,0.8554729513676929,0,NA,NA,NA,0.8554729513676929,Te Ipu,0,23,570,14755.2,12183,6456,2007,23,570,14755.2,12183,6456,2007,0.03413178235249101,0.39825514655238387,0.5676130710951252,25434.100000000002,356462.10000000003,557641.5,57.027130044843055,68.49771329746349,75.18423891061076,71.90156118466365,5582.632607504734,213.54520111327093,2793.3121672499146,17923.97523914155,12183,6456,5582.632607504734,213.54520111327093,2793.3121672499146,17923.97523914155,12183,6456,39569.83260750474,39569.83260750474
5127,125,R2329,IND - Longlands,C,Longlands Orchard Limited Partnership,39,16721.16,13155.16,0.7867372837769628,0,NA,NA,NA,0.7867372837769628,Te Ipu,0,69,475,10966.4,8493,5808,388,69,475,10966.4,8493,5808,388,0.07571517412935323,0.4493936567164179,0.47489116915422885,54975.1,391435.8,459607.4,56.44260780287474,67.71074208614426,75.23447372728761,70.4305270522388,1101.79496374411,152.42259753472973,970.1396677086987,11489.632698500682,8493,5808,1101.79496374411,152.42259753472973,970.1396677086987,11489.632698500682,8493,5808,26913.19496374411,26913.19496374411
5129,121,R2934,IND - Kararua,B,Howatson Rural Holdings Limited,50,21966.51,16930.51,0.7707419157617664,0,NA,NA,NA,0.7707419157617664,Te Ipu,0,1279,3268,18713.6,6219,3000,2470,1279,3268,18713.6,6219,3000,2470,0.19223854602657378,0.5061378128599118,0.3016236411135144,737555.5,2318687.4,1537479.5,53.88730181924454,64.34363969363969,71.59392316647265,64.52038540408438,7656.494872219532,2750.873441895401,7143.241568798324,21022.979861525804,6219,3000,7656.494872219532,2750.873441895401,7143.241568798324,21022.979861525804,6219,3000,40136.09487221953,40136.09487221953
5130,122,R2934,IND - Kararua,B,Howatson Rural Holdings Limited,19,8458.24,6149.24,0.7270117660411622,0,NA,NA,NA,0.7270117660411622,Te Ipu,0,394.2,1273,6800,2313,1104,853,394.2,1273,6800,2313,1104,853,0.19308550185873605,0.49814126394052044,0.3087732342007435,280846.8,861970.6,594329.9,54.07139006546014,64.32616417910448,71.55428605827113,64.57796654275093,2641.7679145573893,904.28708357662,2588.973607995131,7615.7072229856385,2313,1104,2641.7679145573893,904.28708357662,2588.973607995131,7615.7072229856385,2313,1104,14525.96791455739,14525.96791455739
5131,127,R1262,IND - Tukituki Orchards,D,Ngai Tukairangi Trust,21,9134.19,7297.1900000000005,0.7988874766125951,0,NA,NA,NA,0.7988874766125951,Te Ipu,0,115,627,7424,3699,2316,523,115,627,7424,3699,2316,523,0.1087436215694387,0.499448351951455,0.39180802647910634,90715,492067.3,425928.7,57.523779327837666,67.93694601684385,74.96105244632172,69.556681836988,1503.8095153121162,278.5296928456218,1378.0751840715527,8013.204638394942,3699,2316,1503.8095153121162,278.5296928456218,1378.0751840715527,8013.204638394942,3699,2316,15684.809515312116,15684.809515312116
5132,126,R1262,IND - Tukituki Orchards,C,Ngai Tukairangi Trust,25,10909.18,8176.180000000001,0.7494770459374582,0,NA,NA,NA,0.7494770459374582,Te Ipu,0,46,418,6793.6,4713,3792,462,46,418,6793.6,4713,3792,462,0.09467125453361852,0.4909327629498745,0.414395982516507,57932,355302.8,330852.4,56.90766208251473,67.3049441182042,74.2487432675045,69.19810285501721,1335.2967232872704,172.41421596823596,1073.5409097213337,7346.941597597701,4713,3792,1335.2967232872704,172.41421596823596,1073.5409097213337,7346.941597597701,4713,3792,17097.89672328727,17097.89672328727
5133,128,R2636,IND - Moteo Pa,A,Global Harvest Ltd,40,18191.07,12646.07,0.6951801076022466,0,NA,NA,NA,0.6951801076022466,Te Ipu,0,851,7790,13779.2,1041,156,3470,851,7790,13779.2,1041,156,3470,0.3159160640774603,0.47301068471607643,0.21107325120646325,2175426.9,3930916.6,1970152.5,53.0850878477306,64.06526614296425,71.9558984660336,62.261952851570335,11146.454105839957,4372.343909537007,13062.391888759681,16131.918307543272,1041,156,11146.454105839957,4372.343909537007,13062.391888759681,16131.918307543272,1041,156,34763.65410583996,34763.65410583996
5134,129,R2732,IND - Sunvalley Orchard,A,Geoff Alexander,39,16805.75,12064.750000000002,0.7178941731252697,0,NA,NA,NA,0.7178941731252697,Te Ipu,0,161,4408,15248,3159,984,1648,161,4408,15248,3159,984,1648,0.21973646519621884,0.5100830707533658,0.27018046405041535,844397.2000000001,2366193.7,1403934.5,55.03827401903273,66.43998708373113,74.42400869380832,66.09174162131194,4987.007331241475,1256.8273628746306,6951.7880133891995,16595.391954977644,3159,984,4987.007331241475,1256.8273628746306,6951.7880133891995,16595.391954977644,3159,984,28947.007331241475,28947.007331241475
5135,130,R2724,Omahu,B,ROLP 2,27,11996.97,8832.97,0.7362667406853564,0,NA,NA,NA,0.7362667406853564,Te Ipu,0,1058,4655,11011.2,1092,168,1633,1058,4655,11011.2,1092,168,1633,0.22107734948416569,0.5252014576810553,0.25372119283477906,947496.4,2686470,1456450.5,54.99427709095131,65.63571952113364,73.65854953724777,65.31869963557975,5000.0995399807025,2163.40875345593,7281.059566948239,12279.831219576534,1092,168,5000.0995399807025,2163.40875345593,7281.059566948239,12279.831219576534,1092,168,22984.299539980704,22984.299539980704
5136,131,R2724,Omahu,A,ROLP 2,17,7547.93,5984.929999999999,0.7929233577947861,0,NA,NA,NA,0.7929233577947861,Te Ipu,0,920,3420,7913.6,534,96,938,920,3420,7913.6,534,96,938,0.2633671004964444,0.5087380920434724,0.2278948074600832,850701,1970730.6,991450.2000000001,54.17442526905687,64.96985461378696,72.96513099793937,63.948775660807726,2933.597994042197,1692.613197713079,4912.433046311586,8582.151750017532,534,96,2933.597994042197,1692.613197713079,4912.433046311586,8582.151750017532,534,96,15817.197994042197,15817.197994042197
5137,132,R1626,IND - Moa Apples,C,Rowelans Trading Limited,21,9223.82,7323.82,0.7940115917266382,0,NA,NA,NA,0.7940115917266382,Te Ipu,0,23,1007,8105.5999999999995,3255,1332,984,23,1007,8105.5999999999995,3255,1332,984,0.17748464862406185,0.48510347964521267,0.3374118717307255,212332.1,696384.5,539399.9,54.41622245002563,65.29624941397093,72.71500404421677,65.86838753695702,2987.7761906586934,553.2844073663962,2456.3806264896502,9113.711156802647,3255,1332,2987.7761906586934,553.2844073663962,2456.3806264896502,9113.711156802647,3255,1332,16710.37619065869,16710.37619065869
5138,133,R2958,IND - Knight Road Horticulture,D,Knight Road Horticulture,45,18640.78,13422.779999999999,0.7200760912365255,0,NA,NA,NA,0.7200760912365255,Te Ipu,0,92,1273,11248,6687,4908,1767,92,1273,11248,6687,4908,1767,0.2145978267118956,0.47864083251882944,0.30676134076927497,422288.2,1128577.2,801192.1,56.56908238446082,67.78241441441442,75.08125761409427,67.61506065658598,5226.646202314357,1213.6269160086435,3774.686289557122,12851.332996748592,6687,4908,5226.646202314357,1213.6269160086435,3774.686289557122,12851.332996748592,6687,4908,29434.646202314358,29434.646202314358
5140,134,R1811,IND - Crystall Road,A,Armadale Orchard Limited,30,13605.05,11190.05,0.8224923833429498,0,NA,NA,NA,0.8224923833429498,Te Ipu,0,161,5073,14224,1347,228,2474,161,5073,14224,1347,228,2474,0.20398183375495488,0.5515706232695258,0.2444475429755194,1182373.4000000001,3761196.7,1862200.4000000001,57.73025731165471,67.91492930788537,75.87191981747067,67.78250801744916,7299.818411449519,1650.0303456456545,9099.36539095757,16008.422674846293,1347,228,7299.818411449519,1650.0303456456545,9099.36539095757,16008.422674846293,1347,228,28332.818411449516,28332.818411449516
5141,135,R2872,IND - Korokipo Verries,H,Apatu Farms,24,10476.29,7426.290000000001,0.7088664021328162,0,NA,NA,NA,0.7088664021328162,Te Ipu,0,0,1596,9280,1932,516,1555,0,1596,9280,1932,516,1555,0.1657775091324801,0.5233239599484902,0.31089853091902975,349148.7,1316540.2,872669.5,55.35014267596703,66.11460854718023,73.76749788672866,66.70937426086044,4662.013449322206,772.856977170757,4035.743339632417,10729.413132519032,1932,516,4662.013449322206,772.856977170757,4035.743339632417,10729.413132519032,1932,516,17986.013449322207,17986.013449322207
5142,136,R1899,IND - Oceanview Orchard,D,Global Harvest Ltd,34,15460.79,11071.79,0.716120586334851,0,NA,NA,NA,0.716120586334851,Te Ipu,0,69,7372,12041.6,1332,312,2736,69,7372,12041.6,1332,312,2736,0.3427968797080585,0.4633231778767284,0.19387994241521309,2191217,3582173.5,1687663.1,53.50173356773122,64.71156694847893,72.85715334139182,62.44813686430747,8762.471187715366,3072.7477816805927,11431.855996745555,13740.46740928922,1332,312,8762.471187715366,3072.7477816805927,11431.855996745555,13740.46740928922,1332,312,29889.071187715366,29889.071187715366
5143,137,R2937,IND - Stranadariff Orchard,A,Caithness Ltd,18,7293.27,6004.27,0.823261719365936,0,NA,NA,NA,0.823261719365936,Te Ipu,0,0,1159,7088,2325,912,861,0,1159,7088,2325,912,861,0.15793798382562815,0.515633784543528,0.3264282316308437,198962.5,776161.5,547920.8,54.480421686746986,65.09783611507171,72.5915209326974,65.86709337023743,2614.355533074274,412.9060418971261,2507.0500376614004,7941.399453515747,2325,912,2614.355533074274,412.9060418971261,2507.0500376614004,7941.399453515747,2325,912,14098.355533074273,14098.355533074273
5144,138,R1352,IND - Awahou Orchard,A,Irrigation Services Orchards Ltd,43,18768.72,15224.720000000001,0.811175189357612,0,NA,NA,NA,0.811175189357612,Te Ipu,0,0,1919,7644.8,8157,3864,4743,0,1919,7644.8,8157,3864,4743,0.11846070395371264,0.4485595467695275,0.43297974927675986,225142.9,1015143.2000000001,1086763.1,57.27369626049351,68.19907289217333,75.63774359688196,70.12563886210222,13527.149490436213,1602.435651124179,7986.732044513712,13501.781794798322,8157,3864,13527.149490436213,1602.435651124179,7986.732044513712,13501.781794798322,8157,3864,35111.949490436215,35111.949490436215
5145,139,R2944,Te Arai,E,Te Arai Orchard Limited Partnership,33,14298.94,10625.94,0.7431278122713991,0,NA,NA,NA,0.7431278122713991,Te Ipu,0,0,3173,12745.6,3297,1392,1498,0,3173,12745.6,3297,1392,1498,0.2391161383664343,0.48187119119645755,0.27901267043710815,928091.3,2215672.3,1437858.3,56.72236279183474,67.19656385527553,75.31208359522313,66.95634617913981,4474.557186833772,1069.9388354154673,5329.16020169626,13994.058149722045,3297,1392,4474.557186833772,1069.9388354154673,5329.16020169626,13994.058149722045,3297,1392,25082.15718683377,25082.15718683377
5146,140,R2944,Te Arai,D,Te Arai Orchard Limited Partnership,16,7047.36,5801.36,0.8231962039685783,0,NA,NA,NA,0.8231962039685783,Te Ipu,0,0,722,5465.6,2271,1176,1327,0,722,5465.6,2271,1176,1327,0.19629737045630316,0.4657289249806651,0.3379737045630317,227516.5,645090.3,524153,56.02474759911352,66.95280747275558,74.96467391304348,67.51545823665893,3930.951621030331,771.6354665991963,2552.757872613459,6794.158281817676,2271,1176,3930.951621030331,771.6354665991963,2552.757872613459,6794.158281817676,2271,1176,13565.55162103033,13565.55162103033
5148,141,R2967,IND - Williams Road,B,Williams Brothers Ltd,24,10579.94,7463.940000000001,0.705480371344261,0,NA,NA,NA,0.705480371344261,Te Ipu,0,0,494,5824,4062,3684,590,0,494,5824,4062,3684,590,0.13378117630243694,0.46809118845136855,0.39812763524619454,106582.3,440982,417435.60000000003,56.93498931623932,67.32549618320611,74.93010231556273,68.9630458086186,1711.0613172084263,228.90779574174044,1294.9327254852565,6505.22079598143,4062,3684,1711.0613172084263,228.90779574174044,1294.9327254852565,6505.22079598143,4062,3684,15775.061317208427,15775.061317208427
5149,142,R2786,IND - Paki Paki,A,X Fruit Limited,35,14937.54,9753.540000000003,0.6529549042211771,0,NA,NA,NA,0.6529549042211771,Te Ipu,0,0,2812,9747.2,1605,516,3373,0,2812,9747.2,1605,516,3373,0.30667912506050954,0.4630244627317655,0.23029641220772495,1511665.6,2751061.7,1540183.3,55.49025769033111,66.88698516897642,75.28881556435451,65.3267581533058,10326.549473293624,3166.937157363754,7593.445021744777,12125.367294185095,1605,516,10326.549473293624,3166.937157363754,7593.445021744777,12125.367294185095,1605,516,25006.749473293625,25006.749473293625
5150,143,R2636,IND - Moteo Pa,B,Global Harvest Ltd,34,15632.15,10333.15,0.6610191176517626,0,NA,NA,NA,0.6610191176517626,Te Ipu,0,1035,6460,9328,1290,216,3385,1035,6460,9328,1290,216,3385,0.30091767222774785,0.45359093212228124,0.2454913956499709,1693682.8,3096859.7,1892981.6,52.81206111630808,64.06279762520428,72.35338455070138,62.71251993919718,10795.292561300106,4283.49430856395,11356.646815412845,11978.151437323311,1290,216,10795.292561300106,4283.49430856395,11356.646815412845,11978.151437323311,1290,216,29124.292561300106,29124.292561300106
5151,144,R2920,IND - Ngati Pahauwera Commercial Development Ltd,E,Ngati Pahauwera Commercial Development Ltd,70,30625.41,24139.41,0.7882150802225995,0,NA,NA,NA,0.7882150802225995,Te Ipu,0,575,5054,14579.2,10710,6528,6810,575,5054,14579.2,10710,6528,6810,0.15469988060349507,0.4732443286660154,0.3720557907304895,636684.5,2319842.8000000003,2035489.8,55.83972110156113,66.50925458715597,74.22834950040114,67.73061299251059,20109.07534751834,3685.8715553077736,14570.505862930637,22060.89792927993,10710,6528,20109.07534751834,3685.8715553077736,14570.505862930637,22060.89792927993,10710,6528,57555.27534751834,57555.27534751834
5152,145,R2927,Mana 2,A,Mana Orchards Limited Partnership,17,7413,4210,0.5679212194792931,0,NA,NA,NA,0.5679212194792931,Te Ipu,0,529,1330,4288,834,228,1224,529,1330,4288,834,228,1224,0.34047736284240804,0.4418845725244253,0.21763806463316662,700860.9,1104386.2,616553.7000000001,53.34608768457908,64.76958536156236,73.41673017385092,62.76209085961593,3900.4436698509635,1857.01277462622,3053.545883707694,5136.88501151705,834,228,3900.4436698509635,1857.01277462622,3053.545883707694,5136.88501151705,834,228,11109.443669850963,11109.443669850963
5153,146,R2329,IND - Longlands,C,Longlands Orchard Limited Partnership,15,6451.45,5197.45,0.8056250920335739,0,NA,NA,NA,0.8056250920335739,Te Ipu,0,0,171,4192,3444,1920,438,0,171,4192,3444,1920,438,0.05528942115768463,0.40459081836327343,0.5401197604790419,15772.2,138694.2,204994.2,56.939350180505414,68.42338431179083,75.75543237250555,71.74862275449101,1220.9293591564697,67.50447754218405,664.9768085848631,4851.448073029423,3444,1920,1220.9293591564697,67.50447754218405,664.9768085848631,4851.448073029423,3444,1920,10947.92935915647,10947.92935915647
5154,147,R2945,Ormond Road,A,Heretaunga Orchards Limited Partnership,55,23979.01,18795.01,0.7838109246378395,0,NA,NA,NA,0.7838109246378395,Te Ipu,0,234,3819,12473.6,7812,3492,6097,234,3819,12473.6,7812,3492,6097,0.11350219005903638,0.46183410952026455,0.42466370042069906,368913.8,1780978.6,1825720.2,56.271171446003656,66.76333033438297,74.43108973052306,68.82866640120497,17716.455421234958,2244.8564903934557,12001.06341332151,19997.135517519993,7812,3492,17716.455421234958,2244.8564903934557,12001.06341332151,19997.135517519993,7812,3492,45547.05542123496,45547.05542123496
5155,148,R1095,IND - Willowbank Orchard,B,Willowbank Orchard,35,15669.41,11422.41,0.7289623540388566,0,NA,NA,NA,0.7289623540388566,Te Ipu,0,234,1976,11094.4,4542,2064,2404,234,1976,11094.4,4542,2064,2404,0.11630462739963056,0.48485982182523907,0.39883555077513033,281473.8,1390841.8,1274635,56.58902291917973,67.07377507716049,74.7279709210295,68.90711529917927,6977.508750910179,1045.51655545227,5359.113649750356,13877.278545707552,4542,2064,6977.508750910179,1045.51655545227,5359.113649750356,13877.278545707552,4542,2064,26887.908750910177,26887.908750910177
