PlantingID,PlantingCode,RootStock,RowSpacing,TreeSpacing,YearPlanted,FirstSeason,Grow System,PIN,Orchard,Address1,TownCity,Latitude,Longitude,OrchardGroupID,Grower,OrchardGroup,PlantingSeasonID,QtyTrees,QtyRows,Hectares,ManagementArea,Subdivision
184,PIONEER A2,M.9,3,1.4,2020,2023,2D,R1580,Pioneer,"445 Ngatarawa Road, Bridge Pa 4175",Hastings,-39.6227772,176.7323235,6,Pioneer Capital Molly Limited,Maraekakaho Sector,2558,5511,56,2.407,A2,A
185,PIONEER B3,M.9,3,1.4,2020,2023,2D,R1580,Pioneer,"445 Ngatarawa Road, Bridge Pa 4175",Hastings,-39.6227772,176.7323235,6,Pioneer Capital Molly Limited,Maraekakaho Sector,2513,4254,60,1.861,B3,B
186,PIONEER B2,M.9,3,1.4,2020,2023,2D,R1580,Pioneer,"445 Ngatarawa Road, Bridge Pa 4175",Hastings,-39.6227772,176.7323235,6,Pioneer Capital Molly Limited,Maraekakaho Sector,2221,5115,61,2.247,B2,B
187,PIONEER C2,M.9,3,1.4,2020,2023,2D,R1580,Pioneer,"445 Ngatarawa Road, Bridge Pa 4175",Hastings,-39.6227772,176.7323235,6,Pioneer Capital Molly Limited,Maraekakaho Sector,2454,3874,60,1.688,C2,C
188,PIONEER C1,M.9,3,1.4,2020,2023,2D,R1580,Pioneer,"445 Ngatarawa Road, Bridge Pa 4175",Hastings,-39.6227772,176.7323235,6,Pioneer Capital Molly Limited,Maraekakaho Sector,2407,4848,61,2.108,C1,C
189,LAWN A1,M.9,3,1.4,2020,2021,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2535,4311,40,1.903,A1,A
190,LAWN A2,M.9,3,1.4,2020,2022,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2374,4648,45,2.079,A2,A
191,LAWN B1,M.9,3,1.4,2020,2022,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2636,4300,40,1.914,B1,B
192,LAWN B2,M.9,3,1.4,2020,2022,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2425,5064,45,2.228,B2,B
193,LAWN C1,M.9,3,1.4,2020,2022,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2271,3768,39,1.685,C1,C
194,LAWN C2,M.9,3,1.4,2020,2022,2D,R2917,Lawn Road,289 Lawn Road,Clive,-39.6089604,176.9164304,11,Lawn Road Orchard Limited,Hastings Sector,2503,4902,45,2.2,C2,C
198,HAV SECTOR,,,,2015,2021,,X....,Havelock Sector,,,,,3,Havelock,Havelock Sector,2243,0,0,0,,
199,ORM B1,M.9,2.2,2.4,2021,2022,FOPS,R2945,Ormond Road,223 Ormond Rd ,Hastings,-39.6057791,176.83296,11,Heretaunga Orchard Limited Partnership,Hastings Sector,2476,5818,62,3.062,B1,B
200,ORM B2,M.9,2.2,2.4,2021,2022,FOPS,R2945,Ormond Road,223 Ormond Rd ,Hastings,-39.6057791,176.83296,11,Heretaunga Orchard Limited Partnership,Hastings Sector,2211,5259,62,2.841,B2,B
201,ORM A2,M.9,2.2,2.4,2021,2022,FOPS,R2945,Ormond Road,223 Ormond Rd ,Hastings,-39.6057791,176.83296,11,Heretaunga Orchard Limited Partnership,Hastings Sector,2584,6129,66,3.269,A2,A
202,ORM A1,M.9,2.2,2.4,2021,2022,FOPS,R2945,Ormond Road,223 Ormond Rd ,Hastings,-39.6057791,176.83296,11,Heretaunga Orchard Limited Partnership,Hastings Sector,2369,4928,65,2.579,A1,A
208,TA 1,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2632,5890,42,2.5128,TA1,A
209,TA 2,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2310,5156,42,2.1744,TA2,A
210,TA 3,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2603,5201,67,4.1124,TA3,B
211,TA 4,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2528,5916,67,3.0016,TA4,C
212,TA 5,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2207,3707,67,1.6012,TA5,C
195,PUK SECTOR,,,,2022,2022,,,,,,,,,,,,,,,,
213,TA 6,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2494,7540,63,3.7252,TA6,D
214,TA 7,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2395,2103,74,1.0832,TA7,D
215,TA 8,M.9,2.5,1.6,2021,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2573,988,42,1.3956,TA8,E
216,TA 9,M.9,2.5,1.6,2022,2022,2D,R2944,Te Arai,"822 Waingake Road, Muriwai","Gisborne, 4074",-38.7099518,177.8307257,9,Te Arai Orchard LP,Independent Sector,2389,3063,42,2.006,TA9,E
217,LGL A1,M.9,2.5,1.6,2021,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2289,7517,64,3.0068,A1,A
219,LGL A2,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2256,2442,37,0.9768,A2,A
203,NRL A,M.9,3,1.4,2020,2022,2D,R2915,IND-Te Wairua,266 Lawn Rd,Clive,-39.610119,176.9153762,9,Ngai Tukairangi Trust,,,,,,,
220,LGL B1,M.9,2.5,1.6,2021,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2546,3862,54,1.5448,B1,B
204,NRL B,M.9,3,1.4,2020,2022,2D,R2915,IND-Te Wairua,266 Lawn Rd,Clive,-39.610119,176.9153762,9,Ngai Tukairangi Trust,,,,,,,
221,LGL B2,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2359,3909,53,1.5636,B2,B
205,NRL C,M.9,3,1.4,2022,2022,2D,R2915,IND-Te Wairua,266 Lawn Rd,Clive,-39.610119,176.9153762,9,Ngai Tukairangi Trust,,,,,,,
222,LGL B3,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2596,675,10,0.27,B3,B
206,NRL D,M.9,3,1.4,2020,2022,2D,R2915,IND-Te Wairua,266 Lawn Rd,Clive,-39.610119,176.9153762,9,Ngai Tukairangi Trust,,,,,,,
223,LGL B4,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2438,1559,23,0.6236,B4,B
224,LGL C1,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2228,7158,64,2.8632,C1,C
225,LGL C2,M.9,2.5,1.6,2022,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2516,5787,64,2.3148,C2,C
226,LGL D1,M.9,2.5,1.6,2021,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2223,9659,64,3.8636,D1,D
227,LGL D2,M.9,2.5,1.6,2021,2022,2D,R2329,IND - Longlands,199 Longlands Rd,Hastings,-39.6724588,176.8108747,9,Longlands Orchard Limited Partnership,Independent Sector,2567,7948,98,3.1792,D2,D
228,NRC A2,Marc,3.5,1.5,2015,2021,Spindle,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2409,577,6,0.329,A2,A
229,NRC A3,MM.106,4.5,2.4,2015,2021,Twin Leader,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2537,299,5,0.339,A3,A
230,NRC A4,MM.106,4.5,2.4,2015,2022,Twin Leader,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2487,357,6,0.404,A4,A
231,NRC B2,MM.106,4.5,2.4,2015,2022,Twin Leader,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2305,257,6,0.274,B2,B
232,NRC B3,M.9/M.116,4.5,1.2,2015,2022,Spindle,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2428,283,4,0.164,B3,B
233,NRC B4,MM.106,4.5,2.4,2015,2022,Twin Leader,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2383,239,5,0.254,B4,B
234,NRC B5,M.9/M.116,4.5,1.2,2015,2021,Twin Leader,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2616,578,5,0.321,B5,B
235,NRC B6,MM.106,4.5,2.4,2015,2022,Spindle,R1639,Napier Road Central,428 Napier Road,Hastings,-39.6334528,176.8951717,11,ROLP 2,Hastings Sector,2349,262,8,0.292,B6,B
236,NRN A1,M.9,3,1.4,2015,2021,Spindle,R2775,Napier Road North,438 Napier Road,Havelock North,-39.632707,176.894727,11,ROLP 2,Hastings Sector,2278,294,8,0.14,A1,A
237,NRN A2,M.9,3,1.4,2015,2022,Spindle,R2775,Napier Road North,438 Napier Road,Havelock North,-39.632707,176.894727,11,ROLP 2,Hastings Sector,2510,412,11,0.183,A2,A
238,NRS A1,M.9,3,1.4,2013,2021,Spindle,R2712,Napier Road South,402 Napier Road,Havelock North,-39.636564,176.893214,11,ROLP 2,Hastings Sector,2245,285,9,0.138,A1,A
239,NRS A2,M.9,3,1.4,2013,2021,Spindle,R2712,Napier Road South,402 Napier Road,Havelock North,-39.636564,176.893214,11,ROLP 2,Hastings Sector,2590,215,7,0.104,A2,A
240,LOWRY B1,CG202,2.8,1.4,2021,2022,Twin Leader,R2918,Lowry,76 Matapiro Rd,Hastings,-39.5503448,176.6750354,10,Rockit Orchards Limited,Crownthorpe Sector,2322,6604,63,2.727,B1,B
241,LOWRY A2,CG202,2.8,1.4,2021,2022,Spindle,R2918,Lowry,76 Matapiro Rd,Hastings,-39.5503448,176.6750354,10,Rockit Orchards Limited,Crownthorpe Sector,2556,9091,70,3.761,A2,A
242,LOWRY  A1,CG202,2.8,1.4,2021,2022,Spindle,R2918,Lowry,76 Matapiro Rd,Hastings,-39.5503448,176.6750354,10,Rockit Orchards Limited,Crownthorpe Sector,2482,9202,70,3.749,A1,A
426,RIV-C1,M26,4,1.5,2005,2021,,R1752,IND - Riverside,383 Twyford Road,Hastings,-39.584128,176.807398,9,Griffiths Orchards Ltd,Independent Sector,2203,642,1,0.96,C1,C
427,HUA-A3,MM.106,5,2.5,1998,2022,,R1751,IND - Huawhenua - Home,5 Evans Road,Hastings,-39.5969,176.798588,9,Griffiths Orchards Ltd,Independent Sector,2489,570,1,0.7125,A3,A
429,RVA-TR1,M.9,3.5,1.5,2012,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2429,4153,1,2.180325,A,A
430,RVA-TR6,M.9,3.3,1.3,2012,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2385,847,1,0.363363,F,A
431,RVA-TD1,M.9,3.4,1.5,2013,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2617,2534,1,1.29,L,B
433,HUA-B1,M.26,4.1,1.8,2005,2022,,R1751,IND - Huawhenua - Home,5 Evans Road,Hastings,-39.5969,176.798588,9,Griffiths Orchards Ltd,Independent Sector,2251,1543,1,1.11,B1,B
435,RIV-D2,MM106,4.5,2.5,1991,2022,,R1752,IND - Riverside,383 Twyford Road,Hastings,-39.584128,176.807398,9,Griffiths Orchards Ltd,Independent Sector,2246,548,1,0.6165,D2,D
439,RIV-B2,M.26,3.9,1.5,2013,2022,,R1752,IND - Riverside,383 Twyford Road,Hastings,-39.584128,176.807398,9,Griffiths Orchards Ltd,Independent Sector,2484,1050,1,0.61,B2,B
440,GLO-C,MM.106,4,2,2013,2022,,R2124,IND - Global Orchard,79 Moteo Pa Road,Napier,-39.5147848,176.7735411,9,Global Harvest Ltd,Independent Sector,2219,1800,1,1.44,C,C
441,GLO-A,MM.106,4,1.4,2013,2022,,R2124,IND - Global Orchard,79 Moteo Pa Road,Napier,-39.5147848,176.7735411,9,Global Harvest Ltd,Independent Sector,2452,5230,1,2.9,A,A
442,RVA-TO2,CG202,5,2.8,2014,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2405,135,1,0.189,T,C
443,GLO-B,MM.106,4,2,2013,2022,,R2124,IND - Global Orchard,79 Moteo Pa Road,Napier,-39.5147848,176.7735411,9,Global Harvest Ltd,Independent Sector,2533,2340,1,1.87,B,B
444,MOA-OVF,,5,3,2014,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2344,204,0,0.26,F,B
445,MOA-YVE,M.793,3.5,3,2014,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2301,375,0,0.39,E,B
446,MOA-OVD,,5,3,2015,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2424,922,0,0.48,D,B
243,NR SECTOR,,,,2022,2022,,,,,,,,,,,,,,,,
447,MOA-NPC,M.9,3.5,1.5,2021,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2269,399,0,0.21,C,C
448,MOA-OVB,,5,3,2014,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2501,811,0,1.22,B,C
449,MOA-NPA,M.9,3.5,1.5,2015,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2318,1340,0,0.7371,A,C
452,MOA-NP4,M.9,3.5,1.5,2015,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2241,1128,0,0.592,4,A
453,MOA-OV3,,5,3,2021,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2474,1649,0,0.87,3,A
454,MOA-YV2,M.793,3.5,3,2014,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2293,701,0,0.74,2,A
455,MOA-OV1,,5,3,2014,2022,,R1626,IND - Moa Apples,86 Lawn Road,Hastings,-39.623383,176.900574,9,Riverside Apples,Independent Sector,2582,1082,0,1.62,1,A
456,SUN-EAST,M.9,3.5,1.5,2014,2022,,R2732,IND - Sunvalley Orchard,965 Puketapu Road,Napier,-39.495576,176.808714,9,Sunvalley Orchard (Geoff Alexander),Independent Sector,2367,5000,1,3.17,R,A
458,CYP-C1 1,CG202,3.5,1.5,2015,2022,,R2710,IND - Cypress,65 Evans Road,Hastings,-39.593262,176.803979,9,Griffiths Orchards Ltd,Independent Sector,2447,4949,1,2.6,C1,C
459,SUN-WEST,M.9,3.5,1.5,2015,2022,,R2732,IND - Sunvalley Orchard,965 Puketapu Road,Napier,-39.495576,176.808714,9,Sunvalley Orchard (Geoff Alexander),Independent Sector,2265,3640,1,2.31,R,A
461,CYP-C1 2,CG202,3.5,1.5,2016,2022,,R2710,IND - Cypress,65 Evans Road,Hastings,-39.593262,176.803979,9,Griffiths Orchards Ltd,Independent Sector,2339,1553,1,0.82,C1,C
462,CYP-A1 1,CG202,3.5,1.5,2016,2022,,R2710,IND - Cypress,65 Evans Road,Hastings,-39.593262,176.803979,9,Griffiths Orchards Ltd,Independent Sector,2630,734,1,0.39,A1,A
463,OCE-MIDDLE,MM.106,5,2.5,2017,2022,,R1899,IND - Oceanview Orchard,698 Puketitiri Road,Napier,-39.4757668,176.8051673,9,Global Harvest Ltd,Independent Sector,2308,2200,1,2.812,B,B
464,OCE-SHED,MM.106,5,2.5,2016,2022,,R1899,IND - Oceanview Orchard,698 Puketitiri Road,Napier,-39.4757668,176.8051673,9,Global Harvest Ltd,Independent Sector,2235,1007,1,1.25875,A,A
466,NOR-NTRK,M.9,1.4,3.3,2017,2022,,R1856,IND - Norton,"1048 Norton Road, ",Hastings,-39.669375,176.833072,9,X FRUIT,Independent Sector,2205,5288,1,2.443056,NTRK,B
467,SIS-SSRK,M.9,3.3,1.4,2017,2022,,R1862,IND - Sissons,150 Brookfields Road,Napier,-39.574451,176.882262,9,X FRUIT,Independent Sector,2492,1745,1,0.80619,SSRK,A
468,OCE-LEFT,MM.106,4.5,2.5,2016,2022,,R1899,IND - Oceanview Orchard,698 Puketitiri Road,Napier,-39.4757668,176.8051673,9,Global Harvest Ltd,Independent Sector,2393,1495,1,1.681875,D,D
469,OCE-DRAIN,MM.106,5,2.5,2016,2022,,R1899,IND - Oceanview Orchard,698 Puketitiri Road,Napier,-39.4757668,176.8051673,9,Global Harvest Ltd,Independent Sector,2571,1470,1,1.8375,C,C
470,PAR-RK,M.9,3.3,1.4,2017,2022,,R2841,IND - Parkhill Orchard,119 Parkhill Road,Hastings,-39.6178057,176.946962,9,X FRUIT,Independent Sector,2388,11586,1,5.352732,PHRK,A
471,PAK-RK1,M.9,3.3,1.4,2017,2022,,R2786,IND - Paki Paki,67 Paki Paki Road,Hastings,-39.66,176.794,9,X FRUIT,Independent Sector,2287,3822,0,1.77,PPRK1,A
472,PAK-RK2,M.9,3.5,1.4,2016,2022,,R2786,IND - Paki Paki,67 Paki Paki Road,Hastings,-39.66,176.794,9,X FRUIT,Independent Sector,2465,3306,0,1.61994,PPRK2,B
473,WIL-BACK,M.9,3.5,1.5,2016,2022,,R1095,IND - Willowbank Orchard,1419  Korokipo Road,Taradale,-39.565793,176.810797,9,Willowbank Orchard (Gerald Schrama),Independent Sector,2254,4000,1,2.1,C,C
474,DAR-DR1,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2544,7273,1,3,DR1,A
475,DAR-DR2,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2357,8466,1,3.46,DR2,C
476,DAR-DR3,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2594,8040,1,3.32,DR3,E
477,DAR-DR4,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2436,5955,1,2.46,DR4,G
478,DAR-DR5,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2226,3501,1,1.44,DR5,I
479,DAR-DR6,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2514,4574,1,1.88,DR6,K
480,DAR-DR7,M.9,2.8,1.5,2018,2022,2D,R2851,IND - Dartmoor,182 Dartmoor Road,Hastings,-39.505949,176.77438,9,Apatu Farms,Independent Sector,2329,4163,1,1.71,DR7,M
481,KOR-KCR1,M.9,2.8,1.5,2018,2022,2D,R2850,IND - Korokipo,"1291 Korokipo Road
State Highway 50",Hastings,-39.5640303,176.8220517,9,Apatu Farms,Independent Sector,2565,5680,1,2.34,KCR1,A
483,HUA-B2,CG202,3.5,1.5,2019,2022,,R1751,IND - Huawhenua - Home,5 Evans Road,Hastings,-39.5969,176.798588,9,Griffiths Orchards Ltd,Independent Sector,2200,1395,1,1.03,B2,B
485,RIV-B1,MM.106,4.5,2.5,1991,2022,,R1752,IND - Riverside,383 Twyford Road,Hastings,-39.584128,176.807398,9,Griffiths Orchards Ltd,Independent Sector,2303,530,1,0.59625,B1,B
486,KOR-KCR2,M.9,2.8,1.5,2019,2022,2D,R2850,IND - Korokipo,"1291 Korokipo Road
State Highway 50",Hastings,-39.5640303,176.8220517,9,Apatu Farms,Independent Sector,2426,7754,1,3.25668,KCR2,C
487,KOR-KCR3,M.9,2.8,1.5,2019,2022,2D,R2850,IND - Korokipo,"1291 Korokipo Road
State Highway 50",Hastings,-39.5640303,176.8220517,9,Apatu Farms,Independent Sector,2381,10938,1,4.59396,KCR3,E
488,KOR-KPR1,M.9,2.8,1.5,2019,2022,2D,R2850,IND - Korokipo,"1291 Korokipo Road
State Highway 50",Hastings,-39.5640303,176.8220517,9,Apatu Farms,Independent Sector,2614,5763,1,2.42046,KPR1,H
489,KOR-KPR2,M.9,2.8,1.5,2019,2022,2D,R2850,IND - Korokipo,"1291 Korokipo Road
State Highway 50",Hastings,-39.5640303,176.8220517,9,Apatu Farms,Independent Sector,2347,6348,1,2.66616,KPR2,I
490,RVA-TO3,,3.5,1.5,2014,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2276,1801,1,0.945525,U,C
491,OKO-C1,MM.106,3.8,2.5,1991,2022,,R1611,IND - Okohua Orchard,383 Twyford Road,Hastings,-39.585562,176.804068,9,Griffiths Orchards Ltd,Independent Sector,2507,1251,0,1.29,C1,C
493,SUN-NORTH,M.116,4,2,2016,2022,,R2732,IND - Sunvalley Orchard,965 Puketapu Road,Napier,-39.495576,176.808714,9,Sunvalley Orchard (Geoff Alexander),Independent Sector,2588,3300,1,3.86,R,A
494,WIL-FRONT,M.9,3.5,1.5,2016,2022,,R1095,IND - Willowbank Orchard,1419  Korokipo Road,Taradale,-39.565793,176.810797,9,Willowbank Orchard (Gerald Schrama),Independent Sector,2320,3800,1,1.995,B,B
496,SWP-RDMAIN,M.9,3.5,1.4,2016,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2480,4549,1,2.22901,A,A
497,SWP-RDSTH,M.9,3.5,1.4,2016,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2216,2586,1,1.26714,B,A
498,SWP-NEWWIN,M.9,3.5,1.4,2020,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2449,1735,1,0.85015,C,A
499,SWP-WEAK,M.9,3.5,1.4,2016,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2402,2210,1,1.0829,D,A
500,SWP-NEWCRK,M.9,3.5,1.4,2020,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2555,1286,1,0.63014,E,A
501,SWP-BACK,M.9,3.5,1.4,2016,2022,,R1369,IND - Swamp Rd,435 Swamp Road,Hastings,-39.544829,176.766575,9,Hamish Goodwin Trust,Independent Sector,2341,2479,1,1.21471,F,A
502,RVA-TP3,M.9/Cepiland,3.6,1.5,2020,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2633,1612,1,0.87048,J,A
503,RVA-TD2,M.9/Cepiland,3.5,1.5,2020,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2421,1562,1,0.82005,N,B
504,RVA-TO1,M.9/Cepiland,3.5,1.5,2020,2022,,R1021,IND - Riverside Apples,465 Twyford Road,Hastings,-39.582439,176.812768,9,Riverside Apples,Independent Sector,2267,912,1,0.4788,S,C
505,KOV-KVR1,M9,2.8,1.5,2019,2022,2D,R2872,IND - Korokipo Verries,1277 Korokipo Road SH50,Hastings,-39.5635433,176.823701,9,Apatu Farms,Independent Sector,2529,2726,0,1.14,KVR1,B
506,KOV-KVR2,M9,2.8,1.5,2019,2022,2D,R2872,IND - Korokipo Verries,1277 Korokipo Road SH50,Hastings,-39.5635433,176.823701,9,Apatu Farms,Independent Sector,2316,3752,0,1.58,KVR2,D
507,KOV-KVR3,M9,2.8,1.5,2019,2022,2D,R2872,IND - Korokipo Verries,1277 Korokipo Road SH50,Hastings,-39.5635433,176.823701,9,Apatu Farms,Independent Sector,2607,4296,0,1.8,KVR3,H
508,KOV-KVR4,M9,2.8,1.5,2019,2022,2D,R2872,IND - Korokipo Verries,1277 Korokipo Road SH50,Hastings,-39.5635433,176.823701,9,Apatu Farms,Independent Sector,2396,2778,0,1.17,KVR4,J
509,WAI-WPR1,M9,2.8,1.5,2019,2022,2D,R2873,IND - Waipatu,"40 Waipatu Settlement Road,  ",Hastings,-39.6311955,176.8803815,9,Apatu Farms,Independent Sector,2237,4725,0,1.98,WPR1,A
510,WAI-WPR2,M9,2.8,1.5,2019,2022,2D,R2873,IND - Waipatu,"40 Waipatu Settlement Road,  ",Hastings,-39.6311955,176.8803815,9,Apatu Farms,Independent Sector,2499,11077,0,4.65,WPR2,B
511,WAI-WPR3,M9,2.8,1.5,2019,2022,2D,R2873,IND - Waipatu,"40 Waipatu Settlement Road,  ",Hastings,-39.6311955,176.8803815,9,Apatu Farms,Independent Sector,2290,12247,0,5.14,WPR3,C
512,LONGACR C2,M.9,3,1.4,2020,2022,2D,R2219,IND- Longacre Orchard (RLA),1795 Korokipo Road,Hastings,-39.5792832,176.7679864,9,Rockit Long Acre,Independent Sector,2578,2722,33,1.176,C2,C
518,LOWRY B3,M.9,3,1.4,2021,2021,Spindle,R2918,Lowry,76 Matapiro Rd,Hastings,-39.5503448,176.6750354,10,Rockit Orchards Limited,Crownthorpe Sector,2336,893,27,0.43,B3,B
